True,75
True,46
True,99
True,52
False,67
True,46
False,67
False,67
False,32,46
True,45
True,46
False,67
True,46
True,3
True,99
False,39,73
True,39
False,40
False,104,46
True,46
True,46
True,67
False,30,67
False,67
False,46
True,73
False,46
True,46
False,5,28
True,67
True,8
True,46
True,46
True,46
True,46
True,1
False,67
False,32,46
False,30,67
False,46
True,99
False,67
False,104,46
True,46
True,46
False,46
True,46
True,46
True,46
False,30,67
False,8,36
True,46
True,46
True,20
False,99
False,94
False,39,67
False,46
False,46
True,99
False,67
True,46
False,45,67
False,83,32
False,99,99
True,99
False,99,30
False,67
True,30
True,46
False,30,6
False,46
True,46
False,67
False,75,30
True,99
False,86,39
False,30,99
True,46
False,30,46
True,8
False,46
False,49
False,39,30
False,40
True,46
False,32,40
False,46,46
True,46,46
True,46
False,103
True,32
False,3,30
False,67
True,32
True,46
True,32
True,32,52
False,46,67
False,46
True,46,8
False,39
False,66,32
False,86,105
False,8,90
False,3,93
True,46
False,99
False,95,49
True,49
True,19
True,45
False,15
True,86
True,56,46
True,46
True,5
False,95,67
False,67
False,32,46
True,90
True,101
False,46
True,46
False,42,90
True,39,57
True,46
True,46
False,78,42
True,46
True,46
True,36
False,70
True,74
False,59,56
True,56
False,48,67
False,104,2
True,104
True,100
True,72
False,32,90
False,90
True,8
True,37
False,67
True,2
False,46
False,86
False,27,70
True,54
False,46
True,99
False,32,99
False,66,3
False,3,73
True,29
False,48,99
False,5,39
True,18
False,56
True,0
True,46
True,37
False,52
False,67
False,30,67
False,42,93
False,59,3
False,3,30
True,99
False,30,73
True,46
True,105
False,42,68
False,28
True,70
False,93,15
True,104
True,67
False,40
True,46
False,18,86
False,8,90
True,57
True,8
False,27,94
True,83
True,46
True,8
False,46
False,95,104
False,46
True,50
True,42
False,103
False,50,25
False,36,3
False,77,64
False,77,67
False,20,46
True,81
False,83,58
True,79
False,75,39
False,39,90
True,95
False,46,46
True,45
True,37
False,28
False,31
False,34
True,70
False,107,11
False,75,2
False,49
True,54
False,32,74
False,46
True,74
False,19
True,36
True,28
False,59,32
True,46
False,78,56
True,35
True,44
True,3
True,28
True,43
True,70
False,6,83
True,83
True,82
True,45
False,82
False,75,81
True,65
False,103
False,57,103
False,40
False,42,80
False,80
True,6
True,18
False,5,46
False,107,36
False,86,54
True,83
False,61,46
True,89
False,50,99
False,66,67
True,95
False,40
False,75
False,3,28
True,90
False,104,36
False,74,94
True,2
False,2,99
True,18
True,88,8
True,77
False,32,107
False,49
False,90,5
False,5,28
False,52
False,41,51
False,3,28
True,28
True,60
False,96
False,4
False,68,46
False,46
True,92
True,39
False,66,77
False,94
False,4
False,54
False,77,95
False,95,99
True,83
False,70
True,73,90
True,48
False,67
False,42
False,37,46
True,98
True,5
False,68,62
True,67
True,78
True,32
False,40
True,0
True,2
True,39
True,3
False,102,67
False,67
True,83
False,56
False,39,8
False,94
True,86
True,35
False,25
True,70
False,90,30
True,1
True,26
False,25
True,46
True,61
True,46
True,83
False,5,100
False,100
True,73
True,46
True,91
True,96
True,70
True,99
True,32
False,40
False,99
True,80
False,104,87
True,61
False,31
True,70
False,67
True,86
True,47
True,19
False,74,19
False,67,99
True,99
False,59,80
False,23,81
False,44
True,2
False,60
False,67
True,100
True,87
False,35,22
False,46,74
True,74
True,46
True,107
False,49
False,77,49
True,54
False,29,73
False,39,28
True,17
True,82
True,15
False,29,96
False,96
True,11
False,90,18
False,40
False,67
False,57
False,67
True,46,56
True,34
False,39,52
False,52
True,39
True,65
False,46
False,32,41
True,41
False,46
False,42,15
False,88
False,86,40
False,46
False,67
False,35,42
True,18
True,6
True,6,34
True,0
False,30,28
False,30,74
False,104,94
False,94
True,46
False,100
True,90
False,41,83
True,96
True,45
True,80
True,36
False,94
False,80,4
False,51,7
False,7
True,3
True,51
False,88
False,30,41
False,99
False,78,3
True,6
True,99
False,94
False,3,49
False,58
False,93,104
True,85
False,57,21
True,67
True,99
True,45
False,67
False,8
True,81,39
False,39,99
True,46
True,51
True,70
True,77,98
False,5,33
False,59,42
True,42
True,28
True,39
True,18
False,50,70
False,86,64
False,42
True,60
True,3
False,67
True,32
True,20
False,8
False,49
True,6
False,32,58
False,93,34
False,85
True,73
True,56
False,36,88
False,44,61
True,11
False,41,40
False,67
True,90
True,51
True,83
True,32
True,45
False,36,60
True,60
True,52
False,39,0
True,3
False,8
False,30,46
True,100
False,76
True,83
False,104,103
True,2
False,13
False,6,86
False,90,16
False,90,77
True,77
True,45
False,36
True,99
True,90
False,41
False,59,70
False,3,46
True,46
True,99
False,59,49
False,49
True,10
True,52
False,86,99
False,8,99
False,32,86
False,86,75
True,70
False,104,59
True,69
True,2
False,86,32
True,69
True,8
False,77,47
False,11,55
False,39,8
True,2
True,88
False,3,40
False,39,1
True,44
False,50,30
False,39,100
False,0,6
True,6
True,48
True,36
True,73
False,77,49
False,49
False,5,45
True,34
True,18
True,37
True,54
True,46
False,73
False,77,96
True,96
True,99
True,78
False,30,59
True,59
False,46
True,80
True,99
True,2
False,75,50
False,27,27
False,14,59
False,3,88
False,52
True,81
True,5
False,46,52
True,3
False,52
True,80
False,10
False,81,44
True,44
False,40
True,11
False,67
False,104,71
True,27
False,45,5
False,5,48
False,66,99
True,99
False,14
True,46
False,3,27
True,64
False,67
True,43
True,90
True,83
False,42,46
True,87
True,72
False,82
True,42
False,3,28
False,36
False,17,39
False,39,94
False,104,8
False,27,60
False,64
False,3,9
False,57,52
False,52
False,32,52
False,90
False,68,56
False,6
False,39,9
True,90
False,49
True,89
False,73,28
False,69,42
False,104,105
True,60
True,32
False,5,83
True,46
False,14
False,6,46
True,81
False,32,87
True,39
False,67
False,73
True,45
False,75,31
True,45
False,48,34
False,27,90
False,86,78
True,78
True,66
True,91
False,9,28
True,25
True,6
True,46
True,36
True,17
True,6
True,11
True,5
False,28
True,25
False,42
False,86,59
True,48
False,80,3
False,3,75
False,51,46
False,46
False,39,67
True,27
True,81
True,8
True,73
True,73
True,21
True,73
True,61
True,44
True,46
False,102,34
True,72
False,39,6
True,30
True,42
False,32,59
False,52
True,15
False,89,36
False,84,101
True,81
False,67
True,32
False,84,49
False,46
True,90
True,107
False,68,37
True,37
True,16
True,52
True,52
False,50,8
False,11,44
False,67
True,46
False,15,39
False,52
False,86
