False,85
False,59,54
True,72,90
False,19
False,54,15
True,90
False,59
True,90
True,15
True,15
True,54,15
False,63
True,15
False,19
True,100
False,15
False,90,28
False,18,101
True,100
True,59
True,19
False,59,72
False,77,59
True,100
False,52
False,100
True,101
True,15
True,54
False,19
False,59,19
True,72
True,63,90
False,100,59
False,90,11
True,100
True,15
True,54
True,15
True,72
True,15
True,52
True,54
False,15
False,59,19
True,54
False,15,90
False,59,15
True,19
False,59,15
True,15
False,59,90
True,15
False,19
False,59,88
True,98
False,90,90
True,90
False,59,19
False,54,15
False,44
True,54
False,50,72
False,72
False,34
False,11,14
False,98,101
False,30,101
True,24
False,19
False,101
False,15,59
True,54
False,66,90
False,90
True,73
True,72,24
True,18
True,50
False,30,59
False,21,15
True,19
False,59,15
True,53
True,59
True,90
False,59,59
True,59
True,54
True,11
True,1
True,1
False,54,24
True,53
True,90
True,87
False,21,90
True,29
True,54
True,18
False,101
True,101
False,63
True,44
True,19
False,59,3
True,29
False,90
True,90
False,72,50
False,4
True,1
True,52
False,106
True,34
True,1
True,1
True,19
False,14,100
False,102,59
True,73
True,54
True,106
True,14
False,54,97
False,13
True,73
True,90
True,68
True,89
True,89
False,24
False,50,14
True,88
False,50,15
False,15,95
False,59,19
True,30
False,15
False,99,72
False,72,95
True,101
True,54
False,77,101
True,90
False,77,77
True,101
True,72
False,48,53
True,1
True,90
False,6,66
False,66,102
False,14,50
True,72
True,70
False,59
True,59
True,42
False,52
False,48,68
False,65
True,68
False,59,59
False,42,15
True,73
True,6
False,18,61
True,29
False,34
False,77,14
False,17,61
False,11,54
False,3,50
False,50,18
False,89,77
False,24,22
False,88
False,26
False,53
False,89
True,66
False,102,42
True,42
False,59
False,33
False,59
False,15,72
False,72
False,75,31
True,34
False,61
False,66,36
False,46,50
True,95
True,106
True,100
False,59,5
False,5,88
False,28
False,63,73
False,21,72
True,26
True,59
True,1
False,101,48
True,90
True,35
True,1
True,90
False,48,77
False,39,18
True,73
True,54
True,17
False,48,4
True,98
False,29,86
True,86
False,62,72
False,48,18
True,18
True,73
True,14
True,9
False,65
True,63
False,73
False,90,7
False,107,42
True,78
True,35
True,21
True,11
False,19
True,98
True,54
True,19
False,26
False,43
False,77,73
False,52
False,101,104
True,19,101
False,59,90
False,13
False,42
False,42,19
True,19
False,68,40
True,72
True,17
True,101
False,14,63
True,52
False,1
False,77,15
False,75,44
True,44
